language,task_id,simulation_id,trial,error_source,error_type,notes,voice_prosody_quality,audio_environment_realism,turn_taking_naturalness,backchannel_naturalness,interruption_behavior,behavioral_plausibility,speech_accuracy,phrasing_naturalness,voice_prosody_quality_notes,audio_environment_realism_notes,turn_taking_naturalness_notes,backchannel_naturalness_notes,interruption_behavior_notes,behavioral_plausibility_notes,speech_accuracy_notes,phrasing_naturalness_notes,free_text_comments,caller_experience,experience_breaking_point,experience_breaking_tick,experience_factors,primary_factor,experience_notes,completed
ko,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard]_ko_identity,762510f7-38e5-421a-b1ad-88c81a71a7c2,0,,,"Although there were several minor issues during the session, the troubleshooting call concluded successfully.",3,3,3,2,3,3,2,3,,,,"The '음' (hmm) backchannel sound occurred approximately 7 times throughout the call, including at 3:15, 5:51, and 6:19. These frequent, brief interjections sounded unnatural and disrupted the conversation flow.",,,"At 0:00 the first portion of the agent’s statement was completely missing from the transcript.

At 7:53, agent’s statement was missing from the transcript.",,,3,,,,,,True
ko,42_ko_identity,d9bc68de-fd58-4ab4-8649-99606eba4edf,0,agent,unresponsive,"After the first greeting, the agent remained completely unresponsive despite input from the caller.",3,3,3,3,3,3,2,3,,,,,,,"At 0:57, the final portion of the caller’s statement was completely missing from the transcript.",,,2,tick,73,latency,latency,"After the first greeting, the agent remained completely unresponsive despite input from the caller.",True
ko,21_ko_identity,e2081cd8-0b1f-4ae7-aafa-b5c347e3b50f,1,agent,transcription,"The agent forced the caller to repeat her name five times before the agent finally captured it. At 3:28, the agent failed to look up the account by name and searched by reservation ID instead. The agent claimed they could not find the Houston-to-Denver flight in the reservation list, even though the system successfully located the itinerary under 'IAH to DEN'; the agent simply failed to match the two. Ultimately, the call had an abrupt ending at 9:30.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"Agent-Side Errors:
Pronunciation errors of the caller's name at 4:03, 6:02, and 9:02
8:02 - Agent missed the caller's name entirely.

The agent's greeting '오늘은 어떤 도와드릴까요?' sounds awkward and grammatically incorrect. It should be '오늘 어떻게 도와드릴까요?' (How can I help you today?).

Flight Matching Issue: Agent incorrectly claimed the Houston-to-Denver flight was missing because they failed to recognize it under the system's 'IAH to DEN' airport code format.",2,overall,,"transcription, repetition, other",transcription,"Name Capture: System forced caller to repeat her name 5 times.
3:28 (Lookup Failure): Agent searched by reservation ID instead of name.
Itinerary Mismatch: Agent claimed Houston-to-Denver flight was missing, failing to match it with the system's 'IAH to DEN' log.
9:30 (Drop): Call ended abruptly.",True
ko,40_ko_identity,e7345420-4b02-420b-a4b8-1d10a4572208,1,agent,transcription,"At 0:38, the agent failed to accurately capture the caller’s email address, incorrectly logging the at-sign ('@') instead of a period ('.'). Later at 2:51, the agent interrupted the caller and went unresponsive, prompting the frustrated caller to disconnect.",3,3,3,3,3,3,2,3,,,,,,,"At 1:14, the caller's sneeze ('achu') was missing from the transcript.

At 0:00 the first portion of the agent’s statement was completely missing from the transcript.",,,2,tick,193,"transcription, latency, turn_taking",transcription,"At 0:38, the agent failed to accurately capture the caller’s email address, incorrectly logging the at-sign ('@') instead of a period ('.'). Later at 2:51, the agent interrupted the caller and went unresponsive, prompting the frustrated caller to disconnect.",True
ko,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard]_ko_identity,e8e6b655-6c4a-48f0-843d-8882a9975a36,0,agent,early_termination,"While both the agent and the caller were actively troubleshooting the 'No Service' phone issue, the call disconnected abruptly in the middle of their conversation.",3,3,3,3,3,2,2,3,,,,,,"At 6:33, the caller mechanically repeated the agent's statement word-for-word, which sounded a little awkward.",At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,tick,2508,other,other,"While both the agent and the caller were actively troubleshooting the 'No Service' phone issue, the call disconnected abruptly in the middle of their conversation.(Early Termination Error)",True
ko,70_ko_identity,ea1147e5-6b89-4003-a2aa-eeb1380d7467,0,agent,hallucination,"At 0:49, the agent hallucinated information during an account lookup. This was followed by a transcription error at 1:28, which forced the caller to repeat themselves several times. Ultimately, the agent failed to resolve the issue, and the call had to be transferred.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"There was awkward phrasing from the agent at 0:14, where the word '좋아요' (Good) was unnecessarily repeated twice ('좋아요, 먼저 본인 확인부터 도와드릴게요. 좋아요. 본인 확인을 위해'). Additionally, at 2:04, the system announcement 'You are being transferred to a human agent' was played unexpectedly in English instead of Korean.",2,tick,249,"transcription, repetition, other",other,"At 0:49, the agent hallucinated information during an account lookup. This was followed by a transcription error at 1:28, which forced the caller to repeat themselves several times. Ultimately, the agent failed to resolve the issue, and the call had to be transferred.",True
ko,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard]_ko_identity,ede4750a-b1a5-4eee-b62e-8b354c394f7a,1,agent,unresponsive,"The agent was unable to locate the caller's information despite the caller repeating the spelling of their name 4 times. Ultimately, the agent became unresponsive, prompting the frustrated caller to hang up.",3,3,3,2,3,2,2,2,,,,"From 4:01 to 4:48, the caller repeatedly made mechanical interjections like '음' (hmm) 3 times awkwardly.",,"The agent failed to find the account info despite the caller's 4 name-spelling attempts. Surprisingly, the caller apologized and remained overly calm, making their behavior seem unnaturally robotic and AI-like.",At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,"The caller uses Korean pronunciation for ""오 지” for  5G (""Five-G"") . In Korea, cellular generations are standard loanwords and should always be spoken using English numbers.",,2,tick,1614,"transcription, latency, repetition",latency,"The agent was unable to locate the caller's information despite the caller repeating the spelling of their name 4 times. Ultimately, the agent became unresponsive, prompting the frustrated caller to hang up.",True
zh,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard]_zh_identity,52b0c0ae-e846-4cd4-818a-331465eeb291,0,agent,hallucination,The agent hallucinated incorrect user name for the lookup: Tick314-'MONG QI TAO' & Tick484-‘SONG QI TAO’,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None]_zh_identity,54771534-61cc-4a82-bf2c-a61f42831462,0,agent,hallucination,Tick 398 568 912 -- The agent repeatedly interrupted the user while the user was providing the phone number and hallucinated incorrect phone numbers for the lookup,3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,"transcription, turn_taking",transcription,"The agent repeatedly interrupted the user and misrecognized the provided information, forcing the user to repeat their phone number and name multiple times. This made the interaction feel unintelligent and ineffective.",True
zh,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard]_zh_identity,572c824e-2fbc-42fe-9bc5-6c496122c653,1,agent,logical,The agent tool -'make_payment'is unavailable.,3,3,2,3,3,3,4,3,,,"Tick 819-843  869-893 899-923 949-973 979-1003 -- The user and agent repeatedly spoke at the same time. The agent did not respond appropriately to the user's interruptions, and the user also did not wait for the agent to finish speaking.
",,,,,,,3,,,,,,True
zh,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy]_zh_identity,5766c27b-64c3-4a5e-a0e1-2349df82e3e3,0,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,20_zh_identity,5d97a8e0-2383-4f92-8bb2-084f5d117710,0,agent,transcription,"Tick 172 & 259 —— The agent incorrectly recognized ""Z"" as ""C""",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,8_zh_identity,5e40e500-0612-41b8-a5ef-02356e5214e9,1,,,,3,3,3,3,3,3,4,3,,,,,,,,,,2,tick,1400,other,other,"Insufficient communication before committing action ：Tick 1400-1458 -- The agent told the user: “再根据你说的价格上限来决定人数。稍等我一下。订好了！” (I will decide the number of passengers based on your price limit. Please wait a moment. It's booked!)

However, before confirming the booking, the agent should have informed the user that the total amount was 348 （tick 1399 - provide by agent tool), confirmed that this met the user's requirement of booking tickets for two people within the 500 price limit, and reconfirmed the user's previous requirement that payment could only be made using the travel voucher.

Instead, the agent proceeded with the booking and payment without informing or confirming with the user. As a result, at Tick 1599-1718, the user had to ask: "" wait, what was the total price just now? Was it paid only using the travel voucher?""
",True
zh,6_zh_identity,5e53c39a-7b83-4b22-8aa7-c54179428188,1,,,,3,3,2,3,3,3,4,3,,,"The user and agent repeatedly spoke at the same time. The agent did not respond appropriately to the user's interruptions, and the user also did not wait for the agent to finish speaking.
Tick  309-386 & 1266-1270 & 1419-1443 & 1559-1656 & 1709-1733 & 1799-1880
",,,,,,,3,,,,,,True
zh,7_zh_identity,5f950eb1-8ad1-4e75-8cd0-0e06680dbdc6,0,agent,transcription,Tick 447 452 790 1465 1829 2249 2255 -- The agent repeatedly misrecognized user's correct ID and reservation IDs.,3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,transcription,transcription,"The agent repeatedly misrecognized the correct ID, making the interaction feel impossible to communicate through",True
zh,21_zh_identity,603978a6-4604-4864-8590-5bba84fc4bcd,0,user,logical,"The user repeatedly asked the agent for the fastest option on 27th May, even though the agent had already explained multiple times that there were no available options on that date
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,0_zh_identity,60a9c648-02d8-4986-8ee0-58dff7513dda,0,agent,transcription,"The agent repeatedly misrecognized the right ID [xue_song_9957] provide by user, causing the tool returned as [Error: User xue_songs_9957 not found]. As a result, the agent was unable to proceed with the order cancellation, causing the task to fai.",3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,transcription,transcription,"In this call, user repeated her ID 5 times but the agent still failed to transcript it correctly, making the interaction feel unintelligent and ineffective.",True
zh,47_zh_identity,67fb5e33-b745-4aee-ae03-b4c644ef3c2d,1,,,,3,3,3,3,3,3,4,3,,,,,,,,,"Tick 330-405 -- Language naturalness: the user said “这个来龙去脉其实很简单”, a more natural expression would be “我的诉求很简单”",3,,,,,,True
zh,66_zh_identity,6ac90283-0e95-4c08-ab2c-190fc40d6e97,0,agent,transcription,Tick 411 -- The agent missed number 5 from the correct Zipcode provided by user,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,58_zh_identity,6e37e461-9cff-4d36-a086-419c34535253,1,user,logical,The user was unable to provide the requested information (first name and last name),3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,65_zh_identity,6f768b2e-e151-4b98-a52c-9b0ba2001bb5,0,agent,transcription,Tick 262 & 492 -- The agent repeatedly misrecognized user's correct zip code.,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy]_zh_identity,722965aa-65eb-4b28-b12f-22678f63de56,0,user,logical,"The user was unable to provide the required information for identity verification
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy]_zh_identity,7322d5c8-27ed-4af1-b743-44749ea12d2a,0,,,"This was a successful call. The agent first guided the user through troubleshooting steps and transferred the call to a human agent with the user's confirmation.

",3,3,3,3,3,3,4,3,,,,,,,,,,2,tick,261,social_offense,social_offense,"Tick 261-375 -- After the user provided the name ""Liu Feng"", the agent incorrectly addressed the user as ""周芳女士"", which was a hallucinated name and gender not provided by the user",True
zh,42_zh_identity,77da99e6-2d7b-4dc7-9828-1f853b558b1f,1,,,,3,3,3,3,3,3,3,3,,,,,,,,,"Tick 790-1053 & 1054-1243 —— Both the user and the agent mispronounced the terms. The correct pronunciations are Chaoyang (朝阳, Cháo yáng) and Danyuan (单元, dān yuán).",3,,,,,,True
zh,18_zh_identity,7a9dc63a-ab55-43f2-8cc9-c9153d3a546c,0,agent,transcription,Tick 369 & 673 - The agent misrecognized user's right postcode [637332] as [63732],3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,112_zh_identity,7ec65533-9960-4ce6-b13a-9e89c40ab12f,1,,,,3,3,4,3,3,3,3,3,,,,,,,,,"Tick 132-181 — Wrong pronunciation: The user pronounced ""262699"" as ""2626part？""

Tick 659-818 — Unnatural expression: The user said ""不想在电话里念地址"". In this context, the more natural expression would be ""不想在电话里说/讲"" or ""就不在这说了“",4,,,,,,True
zh,23_zh_identity,80df81cf-df11-4fe9-af06-7c078ce3f59b,0,,,,3,3,2,3,3,3,4,3,,,"Tick 1489-1513 & 2209-2233, the user and agent were talking past each other.
",,,,,,,3,,,,,,True
zh,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy]_zh_identity,81e1f6a3-ffc2-4cc1-8ef3-99d800ffb95e,0,agent,hallucination,Tick 562 718 1018 1861 -- The agent repeatedly interrupted the user while the user was providing the phone number and hallucinated incorrect phone numbers for the lookup,3,3,3,3,3,3,4,3,,,,,,,,,,1,overall,,"transcription, turn_taking",transcription,"The agent failed to properly understand and retain user-provided information, resulting in a frustrating and inefficient interaction.",True
zh,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy]_zh_identity,82e0f8cc-9eb9-4598-b649-8978db7c7a00,0,agent,logical,The agent tool failed to lookup user's correct name and DOB.,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,4_zh_identity,8526992d-9aef-4315-8793-557393e8eaaa,1,agent,early_termination,The agent ended the call and transferred the user to a human agent without informing the user.,3,3,3,3,3,3,4,3,,,,,,,,,"Tick 873-1070 -- Inappropriate language: The agent misrecognized the user's cough as laughter and said, ""您的笑声... 是不是觉得这件事情有点好笑?"" (""You are laughing, do you think this is funny?""). This response was inappropriate and could make the user feel uncomfortable",3,,,,,,True
zh,48_zh_identity,86d58dc3-5579-45ce-9aea-d4eeec00001f,1,agent,early_termination,"The agent unexpectedly ended the call and transferred the user to a human agent without informing the user that a refund was available or proceeding with the refund process.
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,45_zh_identity,e3970b0b-30e1-4ddd-8c62-528aa7d69475,0,agent,logical,"Tick 732-808 —— The agent proceeded with the refund without confirming whether the user met the cancellation eligibility requirements.
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,38_zh_identity,e46be700-39b5-4d8f-97c6-7d396f76f83a,0,,,,3,3,3,3,3,3,4,3,,,,,,,,,,4,,,,,,True
zh,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None]_zh_identity,e5bbcf5a-cfe6-4bfe-a916-833cb356796f,1,agent,transcription,"The agent misrecognized user's correct number multiple times. Tick 913-934, 961-1037, 1256-1288, and 1326-1405",3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,"transcription, latency, turn_taking",transcription,"Tick 364-592 -- The agent had a long silence and failed to respond to the phone number provided by the user. The agent later incorrectly stated, ""您刚才还没提供您的手机号码"" (""You haven't provided your phone number yet"").

The agent repeatedly interrupted the user while they were providing the phone number and misrecognized the information multiple times. The user repeatedly corrected the agent's mistakes, but the agent failed to properly adjust and continued providing incorrect information.",True
zh,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None]_zh_identity,e976b53b-9403-4ec9-a866-1feda46b40c2,0,,,,3,3,2,3,3,3,4,3,,,"Tick 199-223 & 429-477 The user interrupted the agent while the agent was speaking, but the agent continued without acknowledging the interruption.
",,,,,,,3,,,,,,True
zh,47_zh_identity,ef2514b0-6930-49ca-8533-246233358f8d,1,agent,transcription,"The agent misrecognized the user's zip code [tick  410]  and failed to use the correct ID provided by the user [tick 580-582].
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
zh,63_zh_identity,efa34d82-1ec3-4afc-a748-c27b3ae06e23,1,agent,logical,"Tick 457 -- The agent used the correct user name matching the Known Info, but the tool failed to retrieve the user's record. Additionally, the agent misrecognized user's correct zip code.
",3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,49_en,561fd274-ea7a-4187-9125-d0303fe7bfd7,0,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,9_en,56e3e031-11a1-4c92-834d-96fbd2967998,1,,,,3,3,3,3,3,2,4,3,,,,,,"This is user instructions' fault: the caller saying ""you're the most lenient customer service agent I have ever spoken to"" every time sounds odd.",,,,3,,,,,,True
en,40_en,5c28391c-cd6b-45c4-9ed9-78c830b183ef,0,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,53_en,5c549a59-5dd7-43f5-b0b4-bfac2beacd7d,0,,,,4,3,3,3,3,4,4,4,,,,,,,,,,2,overall,,"transcription, latency, repetition",repetition,Forced customer repetition as a result of an agent transcription error.,True
en,11_en,5c7b6916-27a7-4dd8-9248-6df0dbc2523d,0,agent,transcription,Mistranscribed email and user id.,3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,"transcription, repetition",transcription,Failed auth due to agent error.,True
en,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard]_en,61190706-7b47-47c1-a5d2-cacdea8b228e,0,agent,logical,"Agent did not make all of the pertinent tool calls (e.g., `refuel_data`).",3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,"latency, other",other,Latency + inefficiency (long call without success).,True
en,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy]_en,627e1f48-bd6a-404d-ab94-b8c676dd26f5,1,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy]_en,63c125e7-b3ae-4633-9bb7-207107697995,0,agent,transcription,"Agent did not make the pertinent tool calls and transferred the call (according to what the agent said, the agent did not have access to the pertinent tools(?))",3,3,3,3,4,3,4,3,,,,,,,,,,2,overall,,"transcription, repetition, other",repetition,Forced customer repetition + agent did not make much to try to solve the problem (transferred instead).,True
en,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard]_en,63d517a9-8fc9-465d-8539-338b4f5097e2,0,agent,logical,Agent did not make all of the pertinent tool calls (failed to solve the problem and ultimately transferred the call).,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,13_en,640ab1ba-f73f-4a32-a98f-18f164779727,1,,,,3,3,3,3,3,4,4,4,,,,,,,,,,2,overall,,turn_taking,turn_taking,Agent stops speaking after every backchannel signal.,True
en,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None]_en,64888e25-6c5d-490f-9e60-31171e91809c,0,agent,logical,Agent did not make all of the pertinent tool calls.,3,3,3,2,3,3,4,3,,,,"Too much ""aha"" (seems a bit off sometimes--too repetitive).",,,,,,2,overall,,"latency, intonation_delivery, other",other,"Agent was not efficient, did not solve the problem, and had to escalate matters to a human agent.",True
en,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None]_en,64c7e8a3-77e0-4f24-b657-b08cb3dc7848,1,agent,logical,Agent did not make all of the pertinent tool calls (failed to solve the problem and ultimately transferred the call).,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,26_en,65471c23-2ea0-41bc-ab37-9e8a25e23c05,1,,,,4,3,3,3,4,4,4,3,,,,,,,,,,2,tick,459,"turn_taking, social_offense",turn_taking,Rude interaction.,True
en,5_en,6613db49-2a95-4516-b3f9-cabb5471dfb2,0,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,16_en,66afe760-ed5f-441a-a79c-e58b04f22089,0,,,,3,3,3,3,3,3,3,3,,,,,,,,,,4,,,,,,True
en,47_en,6704f694-bd9d-4d1a-8b96-5b5d00f4bcbf,0,,,,3,3,3,3,3,3,4,4,,,,,,,,,,1,tick,869,"turn_taking, social_offense",turn_taking,Rude interaction (this is one of those calls where the outcome seems technically correct according to the DB Check but the experience wasn't good).,True
en,18_en,67410c79-92e8-45a7-ad45-4ba05eee7bc9,1,agent,logical,Agent mentioned experiencing some technical issues that needed to be escalated to a human agent (ultimately transferred the call).,3,3,3,4,3,3,4,3,,,,,,,,,,2,overall,,"comprehension_logic, other",comprehension_logic,Agent was inefficient and unable to solve one of the requests due to 'technical issues' and did not follow up in the end (ultimately transferring the call).,True
en,7_en,68bb0daf-b161-412d-b706-1a9c5b48e54f,1,agent,unresponsive,Latency by the agent led to the caller ending the call.,3,3,3,3,3,4,4,3,,,,,,,,,,2,tick,695,latency,latency,Unresponsiveness led to the caller ending the call without solving the problem.,True
en,14_en,690914f2-64d7-437f-8a73-7ee49919cb08,1,,,,3,3,3,3,3,3,4,4,,,,,,,,,,2,overall,,"transcription, repetition, turn_taking",transcription,Agent stopped speaking after every backchannel signal and background conversation.,True
en,68_en,6922fc2d-2f0a-44f0-bb34-0e8e41874b95,0,agent,early_termination,Agent did not let the user correct himself and transferred the call prematurely.,3,3,3,3,3,4,4,4,,,,,,,,,,2,,,"turn_taking, other",turn_taking,Agent did not let the user correct himself and transferred the call prematurely.,True
en,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None]_en,707cf8d6-f579-486b-9340-b3e4ab5228f4,0,agent,logical,Agent did not make all of the pertinent tool calls to solve the problem (failed to solve the problem and ultimately transferred the call).,3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,other,other,"Verbosity + agent was inefficient (failed to solve the problem and, after 8 min of call, transferred the call).",True
en,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None]_en,75708153-3673-469c-b505-ad8ffe3ad40a,0,,,,3,3,3,3,3,4,4,3,,,,,,,,,,2,overall,,"latency, turn_taking",latency,Latency + interruptions by the agent (long call),True
en,63_en,7c8b7882-012a-41d0-8795-2926d850dfcb,1,,,,3,4,3,3,3,3,4,4,,,,,,,,,,3,,,,,,True
en,49_en,7d1dd1fc-f1db-4b0a-aad1-29fe9f77124c,0,,,,3,3,3,3,3,4,4,4,,,,,,,,,,4,,,,,,True
en,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy]_en,e1fec473-98cc-4879-9f89-0cbe31325061,1,,,,4,3,4,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None]_en,e3584997-ff64-4488-a332-67f6fc245746,1,,,,3,3,3,3,3,4,4,4,,,,,,,,,,4,,,,,,True
en,40_en,e3756175-13cd-4bf6-98b8-4697199e7b62,1,,,,3,3,3,2,3,3,4,3,,,,"""AHA"" is repetitive and monotonous (unnatural)",,,,,,3,,,,,,True
en,31_en,e707ce66-22c2-4acd-a11c-1281baa00c58,1,,,,3,3,3,3,3,3,4,3,,,,,,,,,,3,,,,,,True
en,43_en,ec4acea0-4194-4a2a-afa1-fb19d53081bb,1,,,,3,3,3,3,3,4,4,3,,,,,,,,,,3,,,,,,True
en,74_en,f0c9f135-0234-4045-9d8f-476d23e28750,1,agent,logical,Agent cancelled the wrong order (confused orders).,3,3,3,3,3,3,4,3,,,,,,,,,,2,overall,,comprehension_logic,comprehension_logic,Agent made a logical error (did not solve problem and transferred the call).,True
